0.00 0.00

0.00 0.00

0.00 0.00

0.01 0.01

0.00 0.00

0.00 0.00

0.01 0.01

0.00 0.00

   ma    mb  gmab
  138   399    27
  297   401   571
  557   402   821
  750   404   880
  153   406   216
  818   407   162
  357   408    17
  422   409    72
  787   411   227
  456   412    11
   43   413   372
  300   414   383
 1105   415   109
   20   416    88
  957   417   848
  332   418   595
  340   419   226
  835   420   877
 1024   421   601
 1008   423   643
  282   424   220
  609   425   387
  836   426   506
  666   429   429
   94   432   655
  540   433   433
  789   434   771
  780   435   797
 1077   436   901
  899   437   676
  663   440   114
   72   442   419
  453   445   330
  985   449   441
  152   450    90
  958   451   302
  457   452  1044
  627   453    68
  215   454   520
  800   456   517
  474   458   129
  261   459   503
  719   460   523
 1005   461   295
  658   463   247
  672   464   817
  270   465   313
   64   467   355
  717   468   449
  581   470   868
  451   471   694
  607   473   578
  205   475    62
  463   476   661
  278   479   274
 1083   481   740
   14   482   267
  819   483    67
   87   485   484
  342   490   180
 1000   493   317
  697   494    14
  954   497   540
   71   498   641
  373   499   175
  941   500   499
  639   503   366
  165   504   259
  495   505   223
  242   506   154
  249   507   262
  866   508    28
  591   510   671
  887   511   469
  184   512   887
  937   518  1103
  487   521   137
  162   522    78
  735   523   777
  892   524   734
 1025   525   965
   92   527   347
  436   528   623
  608   531   725
  715   533   271
  290   537   537
  831   538   427
  571   544   106
  981   547   733
  283   548   286
  670   551   389
   45   552   646
  961   553    93
  337   554   847
  845   555   836
   54   557   471
  439   558   951
  469   561    54
  372   563   340
  182   564   660
 1059   565   624
  673   566   263
  294   567   697
 1030   569  1059
 1015   571   852
  704   572   273
  558   573   155
  987   574   905
  206   577   428
  791   578  1053
    3   583   403
  105   584   288
  700   585  1097
  669   586   987
  816   588   863
  678   590    89
  599   591   339
  204   592   631
  441   593    73
  476   594   496
 1021   597     1
  525   598   474
  499   599   699
  690   602   196
  850   604   153
  401   607   695
  779   608   359
  254   609   911
  129   611    58
  824   612   533
  637   613   364
  869   615   762
 1126   617   689
 1089   618   739
  685   619   651
   38   621   919
 1091   622    86
  382   623   922
 1002   624   751
  721   625   344
  857   627   373
  397   628   432
  664   630   840
  251   631    76
  344   632   306
 1082   636  1123
  682   637   436
  765   638   925
  898   641   956
  677   642   552
  502   644   374
  452   645   921
  876   649   407
  564   650   468
   65   653   350
 1013   655   871
  770   656   504
  520   657   568
 1046   658   143
   46   662   363
  589   665  1009
   70   667   163
  442   670   117
  503   671   532
 1066   673   681
   76   674   632
  172   676   561
  889   680   814
  536   685   308
  515   686   238
  686   687   700
   73   690   131
  904   691   890
  480   693   187
  842   695  1038
  927   696   794
  972   697   144
  633   700   297
  345   701  1033
  354   704   839
  585   705   507
 1043   707   981
    2   708   304
  908   710   544
  501   711  1036
  960   712   997
  484   713   942
  907   714   622
  952   715  1089
  716   717   605
  642   719   752
  968   725   212
  951   730   397
  855   731   712
  526   740   556
  343   742   191
  516   744   867
   84   745   980
 1047   746   717
  497   748   964
  619   752   881
  729   754   173
  618   755    33
  200   756   283
  853   758   501
  905   759  1126
  956   763   795
  240   764   602
  188   769   613
  808   772   773
  531   773   870
  447   774   367
  741   776   983
 1070   781  1100
  762   783  1068
  330   785   693
  125   787   201
  646   789   294
  198   794   194
  574   797  1035
  810   801   984
 1034   803   423
  528   805   736
  383   808   744
  424   810   720
  628   812   318
  626   815   628
  647   818  1042
  865   819   849
  807   820   845
  820   823   124
  579   824   555
  748   826   261
  684   828   685
  177   832   479
  799   833     7
 1038   834   524
  461   836   439
  726   838   812
  411   839   585
  877   842   971
  659   843   489
  974   844    36
  910   845   703
   32   846   846
  449   847   210
  514   852    32
  550   853   282
  851   854   396
  916   857   518
  155   858   893
  509   859   957
  434   860   735
  512   864   937
  998   866   781
   53   867    60
  871   868   140
  420   869   368
  947   870  1083
  621   871   858
  491   873   528
 1006   876   652
  736   877   945
 1087   879   878
 1017   882   992
  651   884   161
  287   885   156
  169   888   509
  276   889   244
  983   892   365
  544   895   783
  834   897   864
 1001   898   176
  580   899  1079
  978   902   850
  694   903   810
  595   904   809
  584   907    74
  318   909   325
 1058   910   732
  338   911   165
  539   913   897
  506   914   575
  804   918   853
  430   923   711
  861   924   825
  864   928   645
  817   929   904
  809   931   510
  854   934   816
 1056   936   138
  221   939   709
  365   941   873
  567   943   914
  333   944   431
  576   945   746
  942   949   319
  928   950   682
  604   952   674
  299   953   527
  688   956   118
  432   959  1061
  701   960  1064
  653   964   962
  856   969   721
  900   970   999
  932   973   796
 1011   976  1041
  643   977    31
  437   978   452
  812   979   688
  600   980   508
  522   981  1010
  328   982   478
 1040   983  1095
  901   984    97
  492   987   586
  530   988   534
  966   990   803
  593   991   434
  602   994   185
   47   995   670
  914   997   654
  752   998   179
  925   999   917
  389  1000   888
  760  1003   603
  976  1004   907
  226  1008   749
  848  1013  1060
  825  1014  1081
  921  1017   549
  413  1018   719
  943  1022   934
  699  1025    82
 1115  1026   477
  878  1029   946
  622  1031   358
   39  1034   944
  555  1035   793
 1029  1036   837
  737  1037   285
  847  1039   260
  423  1044   257
  944  1047   225
  969  1051   618
  734  1052   811
  428  1053   241
 1093  1055   666
 1062  1056   617
  510  1057   898
  870  1059  1112
  657  1060  1021
  755  1065   979
  723  1066   147
  610  1067  1019
 1018  1068   606
  348  1069  1022
  858  1071   855
  714  1072   927
  302  1077   310
  710  1079   902
  833  1081   972
  590  1083   265
  880  1084  1014
  592  1085  1062
  676  1087   246
  739  1088   998
  733  1089   543
  982  1093   758
  689  1094   726
  629  1095   291
  292  1097   906
  953  1103  1113
  913  1106  1084
 1054  1110  1071
  493  1111  1111
  868  1113  1028
 1044  1117   954
  984  1119   856
  874  1126  1058
  897  1128  1110
  894  1131   614
