0.444 0.494
0.004 0.002
0.002 0.002
0.446 0.494
0.724 0.399 0.266 0.356
   ma    mb  gmab
  150   665   483
  151    74   953
  152    20    20
  153    80   246
  154   425   154
  155   640   640
  156   354   354
  157   977   253
  158   333   816
  159   747   999
  160   905   871
  161   644    95
  162   984   248
  163   429   167
  164   816   409
  165   915   431
  166   125   325
  167   353   163
  168   167    60
  169   871   827
  170   325   809
  171    95   536
  172   248   698
  173    28    28
  174   698   211
  175    60   127
  176   378   103
  177   526   628
  178   227   227
  179   701   701
  180   933   526
  181   628   964
  182   964   926
  183   850   850
  184   733   733
  185   896   896
  186   262   262
  187   270   270
  188   865   865
  189   869   869
  190   394   394
  191   847   847
  192   574   574
  193    44    44
  194   750   750
  195   882   882
  196   287   287
  197   532   532
  198   478   478
  199    63    63
  200   320   320
  201    87    87
  202   685   685
  203   183   183
  204   220   220
  205   681   681
  206   571   571
  207   376   376
  208   372   372
  209   704   704
  210   761   761
  211   565   565
  212   629   629
  213   902   902
  214   769   769
  215   863   863
  216   251   251
  217   106   106
  218   937   937
  219   514   514
  220   224   224
  221   481   481
  222   978   978
  223   363   363
  224   852   584
  225   567   852
  226   744   744
  227    32   187
  228   773   773
  229   584   654
  230   654   453
  231   453   875
  232   187   249
  233   249   635
  234   875   728
  235   441   441
  236   883   883
  237   734   734
  238   551   551
  239   289   289
  240    13    13
  241   955   955
  242   580   580
  243   614   614
  245   358   358
  246   247   247
  247   472   472
  248   405   405
  249   428   428
  250    68   399
  251   751   751
  252   534   534
  253   746   746
  254   414   414
  256   604   604
  257   795   129
  258   499   499
  259   735   735
  260   492   492
  261   382   382
  262   129   302
  263   522   522
  264   302   922
  265   102   102
  266   715   715
  267   922   877
  268   517   517
  269   877   788
  270   311   311
  271   788   794
  272    48    48
  273   794   631
  274   631    73
  276    73   860
  277    61   722
  278   722    78
  279   513   513
  280   535   535
  281     3     3
  282   175   175
  283   364   364
  284   272   272
  285   707   707
  286   265   265
  287   775   775
  288   993   993
  289   510   510
  290    36    36
  291    70    70
  292   829   829
  293   996   996
  294   367   367
  295   642   642
  296   448   448
  297   765   765
  298   122   122
  299   732   732
  300   675   675
  301   355   355
  302   221   221
  303   488   488
  304   585   585
  305   130   130
  306   350   350
  307   314   314
  308   994   994
  309    35    35
  310   927   927
  311   721   721
  312    89    89
  314   683   683
  315   846   846
  316   832   832
  317   917   917
  318   835   835
  319   462   462
  320   602   602
  321   587   587
  322   392   392
  323   339   339
  324   872   872
  325   650   650
  326   889   889
  327   207   207
  329    92    92
  330   153   153
  331   932   851
  332   402   304
  333   434   434
  334   563   563
  336   245   245
  337   200   200
  338   216   216
  339   395   395
  340   740   740
  341   117   117
  342   433   433
  343   858   858
  345   576   330
  346   957   957
  347   696   696
  348   714   714
  349   173   173
  350    46    46
  351   918   918
  352   393   393
  353   843   843
  354   608   608
  355   271   271
  356    79    79
  357   159   159
  358   636   636
  359   490   490
  360   495   495
  361   377   377
  362    59    59
  363   982   792
  364   792   982
  365   961   961
  366   391   391
  367   140   140
  368   160   160
  369   812   812
  370   781   781
  371   700   700
  372    12    12
  373   716   716
  374   986   986
  376   820   820
  377   412   412
  378   348   348
  379   557   557
  380   564   104
  383   725   905
  385   648   747
  386   753   625
  401    78   426
  405   860   544
  415   579   749
  417   652   436
  418   789   279
  419   798   798
  420   190   100
  421   387   387
  422   895   294
  423   549   549
  424   319   319
  425    72    37
  426   199   199
  427   528   528
  428   100    72
  429   730   895
  430   590   590
  431   406   406
  432    37   730
  433   855   855
  434    90    90
  435   578   578
  436   784   784
  437   177   177
  438   626   626
  439   279   197
  440   593   593
  441   815   612
  442    76   407
  443   463   815
  444   191   191
  445    99   810
  446   176    76
  447   294    99
  448   436   176
  449    83    83
  450   454   454
  451   500   500
  452   250   250
  453   315   315
  454   297   297
  455   451   451
  456   777   777
  457   609   609
  458   923   923
  459   401   401
  460   830   830
  461   552   552
  462   239   974
  463   737   239
  464   445   737
  465   686   630
  466    88   527
  467   128   538
  468   126   699
  469   470   469
  470   285   944
  471   131   554
  472   383    43
  473   275   686
  474   529   285
  475    49   131
  476   137   800
  477   811    98
  478   516   137
  479    22   802
  480   494   383
  481   992   217
  482   237   494
  483   651   811
  484   837   992
  485   615    22
  486   710   237
  487   646   646
  488   252   615
  489   759   837
  490   136   651
  491    97   710
  492   306   713
  493   757    97
  494   906   252
  495   243   759
  496   178   306
  497   712   906
  499   842   136
  500   202   243
  501   112   178
  502   856   712
  503   236   202
  504   622   622
  505   752   856
  508   230   112
  509   577   515
  510   222   821
  512   468   267
  513   411   411
  514    24    24
  515   116   422
  516   958   222
  517   893   893
  518   697   516
  519    29    29
  520   997   997
  521   267   415
  522   381   958
  523   422    45
  524   223   116
  525   821   126
  526   342   151
  527    77   560
  528   215   369
  530   544   954
  531   711    16
  533   755   553
  534   607    51
  535   138   541
  537   940   660
  538    19   879
  539   881   156
  540   186   164
  541    11   186
  542   995   791
  543   180   293
  544   935   963
  545   156   717
  546   717   396
  547   396   758
  548   731   695
  549   273   273
  550   962   962
  551   521   521
  552   157   157
  553   695   573
  554   198   198
  555   536   662
  556   518   518
  557   573   463
  558   827   146
  559   211   771
  560   103   170
  561   809   566
  562   459   592
  563   749   938
  564   357   558
  565   413   981
  566   420   967
  567   127   283
  568   515   914
  570   908     7
  571    25    25
  572   449   400
  573   274   274
  574    55   356
  575   133   449
  576   868   814
  577   119   119
  578   475   908
  579   410   338
  580    45   171
  581   471   770
  582   560   936
  584   668   471
  585   415   887
  586   208   213
  588   989   989
  589   212   212
  590   934   934
  591   959   959
  592   736   736
  593   960   960
  594   987   987
  595   361   361
  596   980   980
  597   288   288
  598   891   891
  599    67    67
  600   437   437
  601   787   787
  602   328   328
  603   537   537
  604   432   432
  605   606   195
  606   864   864
  608   444    86
  609    86   752
  611   728   236
  612   497   497
  613   741   741
  614   467   468
  615   663   663
  616   939   939
  617   179   467
  618   861   861
  619    41    41
  621    53   179
  622   487   487
  623    52    52
  624   726   726
  625   892   892
  626   182   182
  627   324   324
  628   813   813
  631    38   344
  632   418   418
  634   304   533
  639   307   838
  640   690    54
  641   286   148
  642   531   531
  643   851   286
  644   854   854
  645   611   611
  646   724   724
  647   185   185
  648   679   679
  649   709   709
  650   764   690
  652   613   764
  653   904   613
  654   144   144
  655   678   616
  657   866   866
  658   886   886
  659   570   570
  660   397   397
  661   874    17
  662    17   753
  663   530   530
  664   776   874
  665   474    15
  666   727   984
  667   384   384
  668    15   474
  669   818   648
  670    84    84
  671   169   776
  672   407   725
  673   810   818
  674   197   727
  675   512   678
  676   612   169
  677   155   519
  678   408   408
  679   318   318
  680   770   512
  681   670   670
  682   754   754
  683   588   624
  684   419   419
  685   498   498
  686   624   588
  687   238   238
  688   305   305
  689   979   979
  690   457   457
  691   266   266
  692     0     0
  693    39   450
  694   617   461
  695   808   337
  696   928   120
  697   399   834
  698    33   969
  699   446   605
  702   946   583
  703   558   172
  704    23     6
  705   240   240
  706   301   301
  708   113    66
  709   674   316
  710   316   657
  711   824   824
  712   323   323
  713   290   290
  714   991   991
  715   256   256
  716   610   610
  717   135   135
  718   404   404
  719   539   539
  720    81    81
  721    57    57
  722   805   805
  723   121   121
  724    18    18
  725   693   693
  726   196   196
  727   965   965
  728   988   988
  729   793   793
  730   162   162
  731   968   968
  732   720   720
  733   264   264
  734   352   352
  735   806   806
  737   329   329
  738   645   645
  739   828   828
  740   836   973
  741   973   508
  742   435   435
  744   508   912
  746   219   502
  748   910   569
  749   975   975
  750   912   591
  751   569   873
  752   443   473
  753   473   708
  754   661   168
  756   596   546
  757   936   596
  759   213   115
  761   887   152
  762    85     2
  763     2    85
  764   171   505
  765   814    42
  766   338   542
  767   147   147
  769   452    64
  770   572   572
  771   421   496
  772   581   452
  773   293   581
  774   763   421
  775   951   763
  776   244   244
  777   879   951
  778   791   949
  779   164    10
  780    10   555
  781   229   229
  782   758   930
  783   276   276
  784   963   313
  785   555   803
  786   803   476
  787   360   360
  788   380   380
  789   633   633
  790   313   623
  791   880   880
  792   439    82
  793   623   439
  794    82   772
  795   797   915
  796   760   353
  797   878   429
  798   931   931
  799   351   444
  800   193   674
  801   817   664
  802   189   165
  803   149    23
  804   703   790
  805   281   862
  806   385   738
  807   692   524
  808   231   691
  809   108   261
  810   807   371
  811   309   309
  812   738   340
  813   790   257
  814   257   303
  815   340   427
  816   427   606
  817   371   548
  818   913   913
  819   548   966
  820   370   370
  821   966   295
  822   111   111
  823   296   296
  824   349   349
  825   234   234
  826   322   322
  827   295   857
  828   796   796
  829   779   779
  830    71    71
  831   343   343
  832   857   550
  833   621   621
  834   550   833
  835   562   562
  836   833   101
  840   101   940
  841   888   907
  844   458    11
  845   206   607
  846   682   180
  847   409   995
  848   163   731
  850   538   881
  851   431    19
  853   630   711
  855   554   506
  856   944   687
  857   699   946
  858   365   228
  859    43   671
  860   527   365
  862   561   561
  863   334   334
  864   479   479
  865   327   327
  866   919   919
  867   280   280
  868   845   845
  869   284   284
  870   718   718
  871   849   849
  872   389   389
  873   890   890
  874   158   158
  875   990   990
  876   390   390
  877   335   335
  878   166   166
  879   228    32
  880   894   894
  881   485   666
  882   489   489
  883   254   485
  884   969   900
  885   834    30
  886   924   924
  887   900   336
  888   666   762
  889    30    55
  890   762   475
  891   676   676
  892   336   133
  893   873   410
  894   218   218
  895   524   425
  897   618   618
  898   168   225
  899   708    74
  901   647   647
  902   326   373
  903   299   326
  904   493   493
  905   844   844
  906   586   586
  907   867   867
  908   501   501
  909   706   706
  910   599   599
  911   899   299
  912   974   899
  913   204   204
  914   464   464
  915   142   142
  916   124   124
  918   723   723
  919   203   203
  920   226   226
  921   598   486
  922   368   368
  923   780   780
  924   627   627
  925   486   141
  926   804   804
  927   141   258
  928   543   543
  930   123   123
  931   258   909
  932   785   785
  933   174   174
  934   109   109
  935   332   589
  936    34    34
  937   188   188
  938   909    94
  939   589   341
  940    94   378
  941   898   898
  942   341   545
  943   282   282
  944   545   480
  946   201   201
  947   491   970
  948   480   254
  951   268   268
  952   771   277
  953   662   568
  954    96   956
  955   566   950
  956   277    26
  957   870   901
  958   956   504
  959   684   684
  960   592   948
  961    26   210
  962    14   232
  963   504   870
  964   308   308
  965   210    69
  966     6   440
  967   232   797
  968   440   255
  969    69   460
  970   948   859
  971   926   351
  972   460   193
  973   255   145
  974   145   841
  975   745   455
  976   972   972
  977   575   575
  978   742   742
  979   689   689
  980   897   897
  981   105   105
  982   667   667
  983   362   362
  984   114   114
  985   181   181
  986   375   375
  987   819   819
  988   278   278
  989   748   748
  990   705   705
  991   403   161
  992   161   423
  993   639   403
  994   386   386
  995   943   943
  996   120   639
  997     8     8
  998   884   634
  999   450   884
