0.014 0.014
0.001 0.004
0.004 0.004
0.004 0.014
0.856 0.012 0.006 0.041
   ma    mb  gmab
  584   181   546
  585   181   409
  586   181   553
  587   642   990
  588   181   750
  589   642   861
  590   549   934
  591   549   273
  592   549   985
  593   549   320
  594   549   215
  595   549   372
  596   549   722
  597   549   905
  598   549   149
  599   549    52
  600   549   768
  601   549   793
  602   549   847
  603   549   716
  604   549   770
  605   549   643
  606   549   709
  607   549   755
  608   756   341
  609   756   675
  610   756   749
  611   637   950
  612   756     2
  613   756   395
  614   756   913
  615   756   129
  616   756   547
  617   756   697
  618   756   429
  619   882   308
  620   882   810
  621   444   271
  622   882   804
  623   578   206
  624   167   993
  625   578   678
  626   578   972
  627    32   224
  628   882   509
  629   882    39
  630   101   542
  631    32   958
  632    32   109
  633   882   534
  634   740   275
  635   844   417
  636    32   469
  637   740   153
  638    32   360
  639    32   601
  640   940   806
  641   844   352
  642    32   659
  643    32   317
  644   940   194
  645   375   978
  646   375   364
  647   940   689
  648   375   603
  649   814   147
  650   940   123
  651   940   873
  652   940    65
  653   948    69
  654   937   365
  655   948   844
  656   948   948
  657   948   814
  658   375   375
  659   948    76
  660   937   976
  661   937   940
  662   940   461
  663   937   917
  664   363   937
  665   489   489
  666   363   200
  667   814   193
  668   363   714
  669   363   331
  670   112   449
  671   363   248
  672   112   719
  673   112   870
  674   112   127
  675   112   680
  676   112   436
  677   112   906
  678   112   840
  679   112   186
  680   112   930
  681   112   998
  682   112   291
  683   112   518
  684   112   107
  685   112   441
  686   346   111
  687   346   202
  688   112   915
  689   346    79
  690   346   151
  691   112   999
  692   346   652
  693   346   437
  694   346   815
  695   346   635
  696   606   896
  697   346    37
  698   346   456
  699   346   104
  700   572   569
  701   851   875
  702   851   593
  703   560   644
  704   560   503
  705   560   591
  706   851    30
  707   851   944
  708   560   929
  709   851   472
  710   851   283
  711   851   356
  712   851   805
  713   851   502
  714   663   323
  715   663   953
  716   663   575
  717   373   682
  718   663   125
  719   373   912
  720   373   727
  721   125   925
  722   125   590
  723   125   663
  724   125   892
  725   373   983
  726   125   373
  727   125   212
  728   125   498
  729   125   110
  730   125   851
  731   125    44
  732   125   318
  733   373   114
  734   472   988
  735   373   560
  736   373    35
  737   125   639
  738   472    84
  739   125   572
  740   472   807
  741   243   527
  742   125   795
  743   472    98
  744   472   779
  745   437   856
  746    47   745
  747    47   122
  748    47   433
  749    47   198
  750    47   997
  751    47   957
  752   437   812
  753   259   842
  754    47   858
  755   259   117
  756   259   488
  757   259   778
  758   259   771
  759   259   319
  760   259   414
  761   259   813
  762   259   423
  763   259   446
  764   259   864
  765   259   880
  766   259   741
  767   901   974
  768   901   911
  769   475   765
  770   901   357
  771   474   229
  772   474   508
  773   201   500
  774   474   790
  775   474   499
  776   440   901
  777   474   440
  778   474   685
  779   440   474
  780   201   201
  781   474   259
  782   201    90
  783   966    31
  784   966   475
  785   966   827
  786   966   673
  787   966   721
  788   966   354
  789   647   218
  790   647   388
  791   647   379
  792   647   305
  793   647    64
  794   647   825
  795   647   467
  796   647   100
  797   647   688
  798   907     0
  799   396   255
  800   647   884
  801   647   267
  802   907   849
  803   647    71
  804   647   662
  805   647   789
  806   647   981
  807   647   632
  808   496   232
  809   338   487
  810   505   654
  811   338    88
  812   338   410
  813   338   648
  814   338   205
  815   338   970
  816   587    51
  817   338   451
  818   587   529
  819   338   217
  820   587   584
  821   338   293
  822   327   302
  823   327   406
  824   327   571
  825   327   515
  826   327   405
  827   327    23
  828   327   397
  829   253   744
  830   327   222
  831   327   969
  832   321   507
  833   321   783
  834   321   691
  835   327   622
  836   327   279
  837   327   131
  838   321   711
  839   327   190
  840   327   366
  841   321   196
  842   327    74
  843   327   301
  844   327   641
  845   327   119
  846   327    25
  847   992   404
  848   992   537
  849   707   695
  850   707   234
  851   707   390
  852   707   869
  853   707   398
  854   525    38
  855   707   270
  856   707   304
  857   707   939
  858   359   694
  859   707   853
  860   525   337
  861    78   630
  862    78   208
  863    47   763
  864    47   555
  865   223   391
  866   359   762
  867   223   435
  868   359   182
  869   359    85
  870   223   554
  871   359    16
  872   223    66
  873   359   130
  874   223   483
  875   506   841
  876   506   717
  877   359   113
  878   359    83
  879   359    67
  880   359   329
  881   506   828
  882    43   369
  883   359   640
  884   359   899
  885   359    17
  886   738   556
  887   738   348
  888   359   748
  889   738   734
  890   738   549
  891   359   878
  892   855   664
  893   359   377
  894   855   608
  895   855   484
  896    28   619
  897   855   830
  898   855   782
  899    28    94
  900    28   797
  901   855   742
  902    28   550
  903   855   799
  904    28   907
  905    28   706
  906    28   152
  907    28   606
  908    28   295
  909   938   468
  910   938   850
  911   938   949
  912   938   885
  913   938   646
  914   938   250
  915   938   322
  916   938   362
  917   938    63
  918   938   674
  919   938   699
  920   938   826
  921   938   611
  922   455   389
  923   938   650
  924   455   598
  925   455   910
  926   455   478
  927   455   583
  928   916   924
  929   574   702
  930   916   495
  931    80   775
  932    80    80
  933    80   708
  934    80   679
  935    80    50
  936    80   754
  937    80   723
  938    80   916
  939    80   761
  940    80   455
  941    80   574
  942    80   387
  943    80   141
  944    80   434
  945    80   134
  946    80   158
  947   910   938
  948   910   670
  949   910   220
  950   907   168
  951   699   157
  952   699   821
  953   840   605
  954   844    28
  955   844   465
  956   840   394
  957   844   185
  958   948   808
  959   844   585
  960   844   831
  961   844   794
  962   844   855
  963   844   820
  964   457   653
  965   844   968
  966   457   607
  967    69   581
  968   844   258
  969   457   615
  970   457   558
  971   166   865
  972   166   316
  973   657   485
  974   457   519
  975   166   236
  976   166   427
  977   226   106
  978   457   835
  979   226   401
  980     9   187
  981   774   238
  982   852   973
  983     9    19
  984     9    36
  985   774   732
  986     9   453
  987   774   845
  988   774    57
  989   587   370
  990   587   791
  991   587   264
  992   587   221
  993   587   712
  994     9   303
  995   587   767
  996   587   355
  997   587   866
  998   636   448
  999   636    54
