0.002 0.002
0.001 0.001
0.001 0.001
0.002 0.002
0.953 0.002 0.001 0.006
   ma    mb  gmab
  132   558   425
  133   266   756
  134   404    56
  135   851   917
  136   343   832
  137   815   819
  138   389    85
  139   225  1010
  140   728   992
  141   393   948
  142   715   545
  143   612   793
  144    92   742
  145    79   124
  146   512  1039
  147   559   116
  148   205   367
  149   886   784
  150  1063   420
  151   109   286
  152   153   795
  153   329   579
  154  1020   119
  155   845   317
  156   238   100
  157    61   477
  158   729  1035
  159   451   498
  160   431   512
  161   294     9
  162   735   275
  163   883   496
  164    32    16
  165   914   728
  166   939   412
  167   953    74
  168   593   818
  169   326   487
  170   494   308
  171   155    29
  172   180    47
  173     6   771
  174   160   566
  175   528   258
  176   244   378
  177   222   106
  178   823   402
  179   604   632
  180   169   607
  181   899   522
  182   740    65
  183   918   500
  184   768   117
  185    29   283
  186   106   836
  187   733   878
  188   925    83
  189   539   676
  190    88    43
  191    45   665
  192   182   521
  193  1066   981
  194   397   857
  195   926   299
  196   556   153
  197   788   900
  198   618   993
  199  1036   603
  200   844   122
  201   783   633
  202   538   407
  203   975    26
  204   246    50
  205   716   604
  206   405   930
  207   679   852
  208   789   509
  209   818   207
  210   707    81
  211   837   661
  212   581   219
  213   507  1048
  214   834   523
  215   422   901
  216    11   674
  217   623   472
  218   203   786
  219     8   685
  220  1031   821
  221   164   190
  222   443  1000
  223   624   673
  224   778  1061
  225   580   823
  226   166   104
  227    81   337
  228   701    19
  229   802    91
  230    42   410
  231   672   636
  232   916   419
  233   518   686
  234   812   621
  235   746    93
  236   218   320
  237   861   383
  238   695   796
  239   408   273
  240   279   394
  241   737   709
  242   503   344
  243   449   404
  244   800    80
  245  1033    84
  246   508   242
  247   711   803
  248   303   675
  249   645   228
  250   965   479
  251   462   851
  252   178   138
  253   534   550
  254   704   428
  255   566  1031
  256   658   658
  257   313   913
  258   425   608
  259   248  1002
  260   901   103
  261   884    24
  262   463   999
  263   654   415
  264   560   610
  265   703   998
  266    20   166
  267   423    96
  268   984   553
  269   529   323
  270   363   276
  271   547   972
  272   482   309
  273  1021   251
  274  1009   161
  275    48   175
  276   165   492
  277   337   655
  278   210    78
  279   694    68
  280   157   336
  281   927   876
  282   274   231
  283   217   507
  284   656   530
  285   606   246
  286   661   741
  287   298   499
  288    35   688
  289   773   373
  290   251  1046
  291   787    30
  292   652   214
  293   467   840
  294  1028   169
  295  1056   613
  296   979   970
  297   991   643
  298   146   208
  299   268   361
  300   838   408
  301   454   968
  302   801   631
  303   173   137
  304  1029  1017
  305   758   839
  306    96   411
  307   915   473
  308   517    70
  309   417   493
  310   774    48
  311   314   575
  312   957   865
  313    59   198
  314   644   102
  315   472   971
  316  1039   111
  317   535    46
  318  1034   209
  319   292   945
  320   477   101
  321   444   956
  322   398   849
  323   192   953
  324   831   816
  325   309   862
  326   258   282
  327   567   325
  328   524   280
  329   527   483
  330   241   768
  331   777   533
  332   319   464
  333   832   701
  334   549   761
  335   394   405
  336   688   203
  337   879   807
  338  1069   322
  339  1050   808
  340   727  1054
  341   212   868
  342   887  1013
  343   434   426
  344   299   385
  345   890   167
  346   937    10
  347   745   622
  348   786   182
  349  1054   484
  350   129   765
  351   681   306
  352   828   380
  353   190   359
  354   141  1005
  355   318   829
  356   842   352
  357   662   897
  358   372   526
  359  1003  1030
  360   747   976
  361    41   755
  362   254   201
  363   653   374
  364   439   946
  365   492   388
  366   619   692
  367   640   418
  368  1017   440
  369   665   110
  370   546   497
  371   322  1034
  372   172   303
  373   983    77
  374   137   461
  375   643     3
  376   291   351
  377   243   939
  378   857   449
  379   731   233
  380   130  1049
  381  1018   134
  382    30   481
  383   387   806
  384   876    51
  385  1019   963
  386   793   630
  387    47   350
  388    69    21
  389   898   475
  390   944  1032
  391   336   678
  392   551    12
  393   346   853
  394   725   370
  395   856   301
  396   741   424
  397   327   225
  398   391   659
  399   633   195
  400   396   734
  401   382   988
  402   500   624
  403   249   713
  404  1005   664
  405   285   812
  406   297    14
  407   880   877
  408   516   421
  409   234   969
  410   555   884
  411   147  1036
  412   620   947
  413   307   745
  414   872   687
  415   771   520
  416   908   527
  417   972   455
  418   659     8
  419   255   965
  420   161  1058
  421   685   144
  422  1052   820
  423    43   782
  424   456   938
  425   579   478
  426    28    17
  427   816   118
  428   227   915
  429   325   105
  430   284   541
  431   250   191
  432  1000   866
  433   582   967
  434   712  1025
  435   806   592
  436    12   772
  437   724   227
  438  1065   991
  439   697   740
  440   306   909
  441   863   874
  442   154   879
  443   675   583
  444   833   372
  445   885   720
  446   138   537
  447   804   535
  448   411   218
  449  1067   109
  450   825   637
  451   144  1056
  452   184   211
  453   542   451
  454   776   824
  455   107   570
  456   660   304
  457   278   113
  458   162    34
  459   323   882
  460   295   922
  461   183   130
  462   935   192
  463   486   416
  464    39   792
  465   905  1023
  466   646   779
  467   176   995
  468   226   582
  469   553   120
  470   376   305
  471   597   908
  472   357   937
  473   760  1008
  474   388   669
  475   750   891
  476   197     5
  477   990   748
  478    19   156
  479   570   240
  480  1044   940
  481   615   906
  482   902     2
  483   522    72
  484  1068  1038
  485   592   524
  486   324   958
  487   971   313
  488   236   773
  489   520  1006
  490   493   920
  491   769   107
  492   334    32
  493   119   979
  494   379   790
  495   132   767
  496   521   941
  497   921   918
  498   909   341
  499   478    79
  500    91   573
  501   133   762
  502   550   867
  503  1008   889
  504   402  1051
  505   813    54
  506   114   815
  507   742   872
  508     9   596
  509   588   627
  510   460   770
  511   296   368
  512   891   279
  513   799  1022
  514   143   693
  515   219  1012
  516   988   785
  517   102     1
  518    63   577
  519   755   825
  520   810   626
  521   642    97
  522   690   571
  523   993   288
  524   452   237
  525   655   178
  526   849   719
  527   116   561
  528   320   377
  529   504   268
  530   221  1024
  531   142   581
  532  1038   181
  533   713   681
  534   490   430
  535   862   800
  536   100   375
  537   445  1026
  538   627   552
  539   530   990
  540   204   850
  541   933   534
  542    37    37
  543  1060   254
  544   179   783
  545   677   556
  546   912   356
  547   785   508
  548   541   263
  549   351   715
  550   361   732
  551   338   648
  552  1024   925
  553   676   189
  554   177   563
  555   167  1028
  556    22   112
  557   252   893
  558   187   417
  559   403   174
  560   601   152
  561   364   108
  562   848   898
  563   331   707
  564   283   697
  565   903   456
  566    83   506
  567   564   366
  568   732   253
  569    74   297
  570  1023   775
  571   468   466
  572   924   859
  573   479   804
  574   480   887
  575   586   907
  576   853  1042
  577    65   656
  578   936   459
  579   647   828
  580    24   127
  581   589    60
  582   461   160
  583   723   764
  584    40   591
  585   981   538
  586   301   398
  587   418   485
  588   762  1045
  589   629   752
  590    84   296
  591   743   329
  592   230   798
  593   259   744
  594   131   171
  595   794   443
  596   413  1052
  597   994   518
  598   997   445
  599   574   186
  600  1061   454
  601   101   811
  602    87   736
  603   415   474
  604   765   809
  605   188   593
  606   599   700
  607    33   650
  608   117  1057
  609    51   899
  610   705   343
  611   622   870
  612   628   863
  613   280   612
  614    50   277
  615   289  1007
  616   754    42
  617   381    40
  618   578   729
  619    85    36
  620   928   574
  621   950   562
  622  1062   873
  623   140   183
  624   734   244
  625   687   726
  626   680    31
  627   262   827
  628   216   983
  629   641   799
  630   919   532
  631   635   942
  632    31   605
  633   753    58
  634   446   880
  635   110   919
  636   781   854
  637   841   576
  638   858  1065
  639   174   791
  640   839   725
  641   392    67
  642   498   723
  643   791   193
  644   118   140
  645    56   977
  646    14   136
  647   892   950
  648   684   148
  649   827   858
  650   273   548
  651    36   885
  652   710   503
  653   400   544
  654   575   384
  655   311   409
  656   370   298
  657   437   223
  658  1006   895
  659    75   386
  660   568   511
  661   874  1009
  662   206   326
  663   228   657
  664   663   199
  665   277   921
  666   224   529
  667   894   432
  668   797    61
  669     2   528
  670   985   302
  671   438   139
  672   358   690
  673   683   856
  674   922    92
  675    34   753
  676   751    66
  677   821    22
  678   900   176
  679   966   822
  680  1015   126
  681   719   911
  682    86   584
  683   717   114
  684   215   397
  685   149   236
  686   614   890
  687   202   495
  688   584   542
  689   270   628
  690   689   401
  691   634   453
  692    27   501
  693   352   294
  694   514   371
  695   595  1027
  696   242   615
  697   526   379
  698   193   437
  699   261   435
  700   378    49
  701  1048   393
  702  1004   611
  703   209   594
  704   738    38
  705   958    27
  706   669   559
  707   540   886
  708   124   695
  709   196   413
  710   436   617
  711   650   515
  712   820   210
  713   668   666
  714   590     7
  715     0   128
  716   878    13
  717   941   399
  718    53   869
  719  1046   694
  720   817  1033
  721   739   158
  722   596   145
  723   282   448
  724   441   146
  725   409   513
  726   399   698
  727   607   382
  728   473   699
  729   125   267
  730   536   347
  731   956   843
  732    52   502
  733   996   150
  734   233   567
  735  1001   635
  736   260   358
  737   873   247
  738    25   680
  739   591   157
  740   767   847
  741   113   662
  742   191   293
  743    16   531
  744   973   813
  745   809  1018
  746   897   712
  747   865   788
  748   362   234
  749  1043   557
  750   561   902
  751   808   787
  752   934   797
  753   552   569
  754   220   716
  755   631  1001
  756   247   444
  757   718   831
  758   881   667
  759   963   912
  760   673   602
  761   198    59
  762   843   935
  763   850   914
  764   111   710
  765    55   460
  766   651   954
  767    54   618
  768   649   966
  769   714   774
  770   366   129
  771    78   846
  772   511   248
  773   571   486
  774  1041   291
  775   911   551
  776   709   623
  777   867   547
  778   766   121
  779   505     4
  780   448   683
  781   208   916
  782   736   457
  783   999   644
  784   877   184
  785   263   147
  786   123    52
  787   608   151
  788   108   135
  789   722   206
  790   265   436
  791    72   844
  792   420   739
  793   664   287
  794   980   702
  795   917   875
  796   128   691
  797   780   677
  798    76   381
  799   470   749
  800   942   123
  801   510   727
  802    97   447
  803    21   684
  804   682   614
  805  1027   252
  806   943   989
  807   814   471
  808   811   335
  809   350   490
  810   826   188
  811   893   319
  812   557   952
  813   312   616
  814   232   894
  815   348   980
  816   200   482
  817   501   546
  818   168   328
  819   748   951
  820  1035   172
  821  1022   392
  822   525   332
  823   340   589
  824   384   747
  825   970   730
  826   554  1040
  827   112    45
  828   761   226
  829   871   469
  830   194   647
  831   509   364
  832   693   143
  833  1032   270
  834   385   505
  835     5    25
  836    99   962
  837   421  1043
  838     1   565
  839   969     6
  840   696   758
  841   186   555
  842   286   985
  843    73  1041
  844   447   395
  845   577   414
  846    98  1059
  847   565   262
  848   484   833
  849  1051    62
  850  1058   654
  851   637   334
  852   502   539
  853   476   162
  854   531   439
  855   866   864
  856   189   645
  857   231   835
  858   923    75
  859   276   442
  860   855   213
  861   852   959
  862     4  1047
  863  1007   606
  864   207   330
  865    70   860
  866   792   179
  867   836   984
  868   170   423
  869   328   204
  870   332   578
  871   563   706
  872   533   431
  873   749   649
  874   720    20
  875   602   598
  876   121   830
  877    23   462
  878   223   986
  879   407   746
  880   134   543
  881   485   243
  882   670   353
  883   458   733
  884   369   955
  885   946  1019
  886   487   387
  887   657   924
  888   288    33
  889    80   994
  890   744   642
  891  1010    64
  892    90   586
  893  1014   881
  894   469   345
  895   414   450
  896   978   168
  897   139   396
  898   613   549
  899   907   750
  900   513   639
  901   267   814
  902   730   197
  903   163   960
  904   698   360
  905   136   640
  906   803   339
  907   666  1003
  908  1045   331
  909   347    69
  910   835    23
  911   636   249
  912   609   802
  913   440   269
  914   929   376
  915   159   173
  916   272    39
  917  1059   668
  918   310    94
  919   453   365
  920   345   220
  921   639   838
  922    89    90
  923   987   641
  924   960   349
  925   974   964
  926   424   961
  927   317   714
  928   537   125
  929   692   346
  930   360   910
  931   459   653
  932   869   943
  933   433   696
  934   435   217
  935   610   285
  936   368   609
  937  1040   271
  938   150   318
  939   145   689
  940   474  1020
  941   807   625
  942   585  1062
  943   499   348
  944   796   558
  945   419  1014
  946   598   519
  947   674   261
  948   371   229
  949   686   903
  950   450  1029
  951    71   510
  952   977   743
  953  1016   338
  954   488   290
  955   412   936
  956   304   826
  957   339   987
  958   245    28
  959   213   133
  960   290   154
  961   120   476
  962   790    35
  963   605   781
  964   782    41
  965   726   776
  966   432   599
  967   491   311
  968   949   834
  969   986   470
  970    38   141
  971   824   465
  972   293   256
  973   830   429
  974   779   205
  975    18   391
  976   152   315
  977   626   278
  978   995   670
  979   349   933
  980   365   215
  981   281   149
  982   333   164
  983   621   321
  984   913   488
  985   910   250
  986   859   517
  987   126  1015
  988    15   837
  989   678     0
  990  1037    73
  991   519   651
  992   201   115
  993   864   926
  994   870   224
  995   648   735
  996   583   801
  997   569   316
  998    68   163
  999   708   185
 1000   355   927
 1001   373   717
 1002   982   871
 1003   543  1037
 1004   959   390
 1005   667   731
 1006    62   817
 1007   481   778
 1008   275    53
 1009   151   354
 1010   308   312
 1011  1002    99
 1012   545   905
 1013   829   369
 1014   416    71
 1015   199   585
 1016    93   314
 1017   532   284
 1018   135   564
 1019   410   463
 1020   429   724
 1021   951    63
 1022   896    98
 1023   115   245
 1024   706   892
 1025   315   638
 1026   122   170
 1027    64   842
 1028   930    89
 1029   587   362
 1030   992   777
 1031   600    18
 1032    26   929
 1033   156   180
 1034    95   272
 1035   846   738
 1036   465   221
 1037   617    44
 1038   256   568
 1039   523   292
 1040   625   671
 1041   300  1069
 1042   356   289
 1043   998   634
 1044   819   780
 1045   321   200
 1046   932   841
 1047  1053   494
 1048    44   458
 1049   489   363
 1050   638   982
 1051  1057   266
 1052   483   789
 1053   562   763
 1054   961   944
 1055  1013    57
 1056  1011   467
 1057   854   438
 1058   868   406
 1059  1042   845
 1060   699   682
 1061   976   708
 1062   772   196
 1063   257   888
 1064   968   355
 1065   386   703
 1066   576   660
 1067   798    88
 1068   506  1044
 1069   442   400
