0.015 0.015
0.003 0.003
0.003 0.003
0.015 0.015
0.953 0.020 0.010 0.007
   ma    mb  gmab
  336   335   203
  337   783   807
  338   876   322
  339   247   808
  340    35  1054
  341   912   868
  342   698  1013
  343   800   426
  344    15   385
  345   672   167
  346   291    10
  347   298   622
  348   517   182
  349   762   484
  350  1046   765
  351   169   306
  352   528   380
  353   219   359
  354   646  1005
  355   593   829
  356   357   352
  357   304   897
  358   205   526
  359   566  1030
  360   824   976
  361   993   755
  362   509   201
  363   768   374
  364   187   946
  365   575   388
  366   932   692
  367   497   418
  368   118   440
  369   295   110
  370   422   497
  371   129  1034
  372   780   303
  373    77    77
  374    80   461
  375   956     3
  376   968   351
  377   715   939
  378   902   449
  379  1040   233
  380   866  1049
  381   367   134
  382   507   481
  383   338   806
  384   518    51
  385   211   963
  386   898   630
  387   954   350
  388   625    21
  389  1036   475
  390   470  1032
  391   429   678
  392   815    12
  393   988   853
  394   135   370
  395   805   301
  396   363   424
  397   123   225
  398   442   659
  399   939   195
  400   208   734
  401   214   988
  402   250   624
  403   984   713
  404   504   664
  405   177   812
  406   754    14
  407   833   877
  408   975   421
  409   519   969
  410   464   884
  411  1015  1036
  412   439   947
  413   112   745
  414   411   687
  415    70   520
  416   220   527
  417    43   455
  418   301     8
  419   870   965
  420   947  1058
  421   372   144
  422   846   820
  423   845   782
  424   558   938
  425   687   478
  426   873    17
  427   352   118
  428   142   915
  429   569   105
  430   541   541
  431   565   191
  432   438   866
  433   849   967
  434  1030  1025
  435   310   592
  436   949   772
  437   893   227
  438  1048   991
  439   471   740
  440   116   909
  441   178   874
  442    60   879
  443  1002   583
  444   811   372
  445   923   720
  446  1039   537
  447    86   535
  448   377   218
  449   927   109
  450   283   637
  451   489  1056
  452   910   211
  453  1069   451
  454   218   824
  455   668   570
  456   285   304
  457   917   113
  458   549    34
  459  1011   882
  460   889   922
  461   667   130
  462   829   192
  463   513   416
  464   473   792
  465   568  1023
  466   526   779
  467    46   995
  468   407   582
  469   713   120
  470  1020   305
  471    72   908
  472   600   937
  473   284  1008
  474   402   669
  475   904   891
  476   707     5
  477   981   748
  478     5   156
  479   774   240
  480   404   940
  481   959   906
  482    98     2
  483   700    72
  484   823  1038
  485  1044   524
  486   445   958
  487   293   313
  488   316   773
  489    63  1006
  490  1012   920
  491   423   107
  492   855    32
  493   752   979
  494   779   790
  495   603   767
  496   143   941
  497   572   918
  498   784   341
  499    94    79
  500   540   573
  501   415   762
  502     8   867
  503    83   889
  504   153  1051
  505   516    54
  506   232   815
  507   462   872
  508   640   596
  509   522   627
  510   133   770
  511   935   368
  512   215   279
  513   536  1022
  514   916   693
  515   892  1012
  516   375   785
  517   721     1
  518   515   577
  519   366   825
  520    36   626
  521   506    97
  522  1007   571
  523   416   288
  524     3   237
  525   961   178
  526   731   719
  527  1035   561
  528   848   377
  529   775   268
  530   266  1024
  531  1010   581
  532   695   181
  533   236   681
  534   424   430
  535   315   800
  536    26   375
  537   841  1026
  538   897   552
  539    38   990
  540   710   850
  541   173   534
  542   969    37
  543   425   254
  544    23   783
  545     0   556
  546   105   356
  547   324   508
  548   394   263
  549    54   715
  550   261   732
  551   282   648
  552   925   925
  553   190   189
  554   146   563
  555   915  1028
  556   847   112
  557   160   893
  558   590   417
  559   354   174
  560   289   152
  561  1068   108
  562   750   898
  563   723   707
  564   393   697
  565   636   456
  566    90   506
  567   903   366
  568   933   253
  569   635   297
  570   748   775
  571   403   466
  572   705   859
  573   538   804
  574   755   887
  575   110   907
  576   729  1042
  577   639   656
  578   622   459
  579   370   828
  580   351   127
  581   221    60
  582   585   160
  583  1045   764
  584   235   591
  585   888   538
  586   677   398
  587   447   485
  588   701  1045
  589   385   752
  590   487   296
  591   694   329
  592   297   798
  593   307   744
  594   971   171
  595   168   443
  596   155  1052
  597   355   518
  598   724   445
  599   294   186
  600    88   454
  601   638   811
  602    87   736
  603   130   474
  604   627   809
  605   260   593
  606   712   700
  607   948   650
  608   630  1057
  609   477   899
  610   781   343
  611   117   870
  612   812   863
  613   612   612
  614   686   277
  615   920  1007
  616   432    42
  617   534    40
  618  1037   729
  619   919    36
  620   559   574
  621  1009   562
  622   346   873
  623   557   183
  624    74   244
  625   782   726
  626   328    31
  627   610   827
  628   736   983
  629   973   799
  630   930   532
  631   577   942
  632   197   605
  633    44    58
  634    11   880
  635   665   919
  636    25   854
  637   894   576
  638   878  1065
  639   228   791
  640   451   725
  641   154    67
  642   631   723
  643   556   193
  644   594   140
  645   570   977
  646   364   136
  647   741   950
  648   323   148
  649   174   858
  650   437   548
  651   803   885
  652   941   503
  653   239   544
  654   281   384
  655   656   409
  656   390   298
  657   544   223
  658  1043   895
  659   198   386
  660   529   511
  661   863  1009
  662   821   326
  663   334   657
  664   103   199
  665   321   921
  666    17   529
  667   813   432
  668   804    61
  669   347   528
  670   249   302
  671   918   139
  672   864   690
  673   862   856
  674   689    92
  675   584   753
  676  1061    66
  677    22    22
  678   960   176
  679    34   822
  680   126   126
  681   946   911
  682   361   584
  683   514   114
  684   397   397
  685   231   236
  686   461   890
  687    73   495
  688   144   542
  689   924   628
  690   592   401
  691   958   453
  692   745   501
  693   819   294
  694  1023   371
  695  1016  1027
  696   384   615
  697   727   379
  698   503   437
  699   955   435
  700   761    49
  701   101   393
  702   399   611
  703   674   594
  704   180    38
  705   793    27
  706   614   559
  707    30   886
  708   964   695
  709   327   413
  710   398   617
  711   373   515
  712   246   210
  713   237   666
  714   850     7
  715   163   128
  716   265    13
  717   657   399
  718   480   869
  719   739   694
  720   842  1033
  721   226   158
  722  1033   145
  723   653   448
  724   159   146
  725   564   513
  726   302   698
  727   271   382
  728   388   699
  729   479   267
  730   132   347
  731   883   843
  732   645   502
  733   895   150
  734   618   567
  735   608   635
  736   325   358
  737   776   247
  738   379   680
  739   433   157
  740   634   847
  741   709   662
  742   421   293
  743  1056   531
  744   157   813
  745    32  1018
  746   148   712
  747   267   788
  748   708   234
  749   662   557
  750   615   902
  751   412   787
  752   773   797
  753   882   569
  754   660   716
  755   383  1001
  756    24   444
  757   641   831
  758   223   667
  759   137   912
  760   106   602
  761   891    59
  762    76   935
  763   914   914
  764   484   710
  765   533   460
  766   443   954
  767   120   618
  768   360   966
  769   465   774
  770   816   129
  771   525   846
  772   158   248
  773    49   486
  774   989   291
  775   428   551
  776   725   623
  777    29   547
  778   217   121
  779   341     4
  780  1042   683
  781   716   916
  782   457   457
  783   454   644
  784   531   184
  785   166   147
  786   200    52
  787   309   151
  788   371   135
  789   488   206
  790   704   436
  791   857   844
  792   567   739
  793   788   287
  794   684   702
  795    69   875
  796   785   691
  797  1026   677
  798   499   381
  799    52   749
  800   184   123
  801   337   727
  802   492   447
  803   485   684
  804   227   614
  805  1059   252
  806   595   989
  807   786   471
  808   581   335
  809   510   490
  810   719   188
  811   578   319
  812   994   952
  813   450   616
  814   617   894
  815   808   980
  816   602   482
  817   943   546
  818   213   328
  819   654   951
  820   209   172
  821   115   392
  822   929   332
  823   330   589
  824   589   747
  825   204   730
  826  1013  1040
  827  1024    45
  828   382   226
  829   758   469
  830   746   647
  831   171   364
  832   395   143
  833   825   270
  834    50   505
  835   764    25
  836   498   962
  837   856  1043
  838   798   565
  839  1014     6
  840   980   758
  841   877   555
  842   555   985
  843  1001  1041
  844    57   395
  845    37   414
  846   495  1059
  847   128   262
  848   978   833
  849   107    62
  850   420   654
  851   537   334
  852   576   539
  853   188   162
  854   253   439
  855   460   864
  856   970   645
  857   258   835
  858    20    75
  859   620   442
  860   257   213
  861     1   959
  862   350  1047
  863   413   606
  864   290   330
  865   353   860
  866   648   179
  867   502   984
  868  1025   423
  869   430   204
  870   753   578
  871   322   706
  872   651   431
  873   730   649
  874   453    20
  875   530   598
  876   908   830
  877    27   462
  878    81   986
  879   332   746
  880   826   543
  881   195   243
  882   794   353
  883   182   733
  884   145   955
  885   486  1019
  886   977   387
  887   560   924
  888   414    33
  889   269   994
  890   374   642
  891   934    64
  892   386   586
  893   152   881
  894  1041   345
  895   967   450
  896   400   168
  897   251   396
  898   650   549
  899   806   750
  900    91   639
  901   583   814
  902   605   197
  903   886   960
  904   543   360
  905   632   640
  906   272   339
  907   679  1003
  908  1054   331
  909  1050    69
  910   131    23
  911  1067   249
  912  1034   802
  913   409   269
  914   134   376
  915   362   173
  916   475    39
  917   368   668
  918   671    94
  919   365   365
  920  1038   220
  921   193   838
  922    75    90
  923   896   641
  924   649   349
  925   663   964
  926   141   961
  927     2   714
  928   770   125
  929   455   346
  930   874   910
  931   644   653
  932   242   943
  933   496   696
  934   789   217
  935    64   285
  936   167   609
  937   406   271
  938   183   318
  939   743   689
  940   606  1020
  941   241   625
  942   546  1062
  943   121   348
  944   434   558
  945   410  1014
  946   222   519
  947  1047   261
  948   511   229
  949   865   903
  950   100  1029
  951    41   510
  952   879   743
  953   666   338
  954   254   290
  955   478   936
  956   801   826
  957   274   987
  958   872    28
  959   598   133
  960   596   154
  961   669   476
  962    16    35
  963    47   781
  964    28    41
  965   122   776
  966   456   599
  967     6   311
  968   871   834
  969   706   470
  970  1052   141
  971   206   465
  972  1063   256
  973   527   429
  974   189   205
  975   369   391
  976   458   315
  977   449   278
  978   539   670
  979   791   933
  980    59   215
  981   747   149
  982   490   164
  983   690   321
  984   853   488
  985   613   250
  986  1019   517
  987   389  1015
  988   655   837
  989   869     0
  990   965    73
  991   550   651
  992   769   115
  993   659   926
  994   591   224
  995  1031   735
  996   481   801
  997   150   316
  998    10   163
  999  1053   185
 1000   467   927
 1001   312   717
 1002   732   871
 1003   996  1037
 1004   124   390
 1005   985   731
 1006    93   817
 1007   378   778
 1008   278    53
 1009   571   354
 1010   277   312
 1011  1049    99
 1012   202   905
 1013   582   369
 1014   505    71
 1015   751   585
 1016   987   314
 1017   720   284
 1018   814   564
 1019   238   463
 1020  1051   724
 1021   468    63
 1022    95    98
 1023   418   245
 1024   376   892
 1025   963   638
 1026   852   170
 1027    18   842
 1028    89    89
 1029   303   362
 1030   676   777
 1031   136    18
 1032   345   929
 1033   417   180
 1034    39   272
 1035   192   738
 1036  1008   221
 1037   838    44
 1038   545   568
 1039   607   292
 1040  1027   671
 1041   957  1069
 1042   837   289
 1043   907   634
 1044   521   780
 1045  1058   200
 1046    97   841
 1047   802   494
 1048   523   458
 1049   203   363
 1050   820   982
 1051   626   266
 1052   212   789
 1053   500   763
 1054   854   944
 1055  1029    57
 1056   991   467
 1057   926   438
 1058   942   406
 1059   448   845
 1060   681   682
 1061  1004   708
 1062   286   196
 1063   562   888
 1064   953   355
 1065   279   703
 1066   906   660
 1067   255    88
 1068   259  1044
 1069   979   400
