0.002 0.002
0.004 0.004
0.004 0.004
0.002 0.002
0.894 0.002 0.001 0.014
   ma    mb  gmab
  316   926   213
  317   850   109
  318    32   950
  319   638   376
  320   578   110
  321   292   911
  322   753    10
  323   174   266
  324   576   970
  325   759   648
  326   295   545
  327   248   820
  328   577   829
  329    38   960
  330   171   482
  331   534   483
  332   677   364
  333   579   903
  334   715   684
  335   519   584
  336   954   626
  337   817   572
  338   659   579
  339   713   946
  340   473    56
  341   450    30
  342    28   452
  343   745    20
  344   830   691
  345   820   942
  346   419   927
  347   371   612
  348    77   818
  349   568    24
  350   787   609
  351   964   258
  352    51   390
  353   771   474
  354   490   146
  355   299     2
  356   138   237
  357   949   953
  358    33   321
  359   708   759
  360   978   175
  361    26   227
  362   216   516
  363   727   924
  364   139   704
  365   313   583
  366   161   591
  367   809   158
  368   231   541
  369   418   533
  370   104   773
  371   254   180
  372   315   860
  373   748   199
  374   918   426
  375   945   188
  376   488   600
  377   643   949
  378   590   753
  379   805   645
  380   831   242
  381   154   696
  382   730   795
  383   458   445
  384   751   671
  385   923   323
  386    90   861
  387   834    27
  388   102   151
  389    95   214
  390   459    65
  391   685   552
  392   554   143
  393   159   297
  394   197   249
  395   209   391
  396   902   381
  397   983   525
  398   777     1
  399   302    69
  400   647   355
  401   526   353
  402   424    71
  403    16   755
  404   499   126
  405   698   615
  406   522   461
  407   604   836
  408   935   255
  409   765    39
  410   607   263
  411   824   742
  412   769   537
  413   915   368
  414   342   191
  415   229    73
  416   909   155
  417   470   454
  418   813   340
  419   406   515
  420   848   291
  421     2   918
  422   542   808
  423   177   771
  424   975   941
  425    14   107
  426   951   723
  427   237   345
  428    75   663
  429   364   280
  430   220   757
  431   244   589
  432   885   563
  433   196   358
  434   743   807
  435   401   975
  436   940    94
  437   110   677
  438   383   577
  439   875   934
  440   503   610
  441   435    72
  442   134   812
  443   270   575
  444   517   405
  445   273    93
  446    25   966
  447   339   384
  448    87   518
  449   737   522
  450    92   372
  451   222   700
  452    84   475
  453   906   834
  454   629   203
  455   291   141
  456    82   635
  457   835   875
  458   120   789
  459   455   157
  460   411   503
  461   919   658
  462   640   586
  463   959    33
  464   610   245
  465   767    31
  466   389   802
  467   144   716
  468   512   486
  469   279   769
  470   941   935
  471   833   756
  472   191    84
  473   818   447
  474   550    50
  475   996   285
  476   114   898
  477    34   388
  478   686   999
  479   721   104
  480   379   462
  481   994   318
  482   382   383
  483   633   592
  484   720   265
  485   456   675
  486   506   878
  487   245   654
  488   437   827
  489   370   261
  490   408   513
  491   999   130
  492   540   642
  493   513   276
  494     6   200
  495    37   871
  496   796   979
  497   367   629
  498   464   985
  499   539   100
  500    85   728
  501    13    89
  502   304   602
  503    45   864
  504    57   315
  505   393   382
  506   566   374
  507   336   282
  508   662   241
  509   415   303
  510   558     5
  511   297    17
  512   675   481
  513   495   758
  514   920   236
  515   939   574
  516   573   976
  517   858    99
  518   574    22
  519   399   178
  520   603   839
  521   108   796
  522   826   930
  523   763   412
  524   494   543
  525   728   167
  526   400   744
  527    18   814
  528   508   457
  529   429   706
  530   164   631
  531   451   721
  532   905   564
  533   479   891
  534   132     0
  535   879   643
  536   266   387
  537   736   914
  538   700   900
  539   143   741
  540   847   380
  541   355   971
  542   306   805
  543   794   421
  544   845   692
  545   560   330
  546   688   613
  547   984   485
  548   253   712
  549    80   491
  550   190   685
  551   150   495
  552   646   859
  553   775   413
  554   318   888
  555   421   853
  556   330    40
  557    27   221
  558   754   441
  559   815   870
  560   491   386
  561   914   865
  562   447   736
  563   669   305
  564   468   514
  565   734   972
  566   679   617
  567   910   286
  568   932   925
  569   530   264
  570   438   150
  571   178   215
  572   385   111
  573   446   806
  574   868   331
  575   690   625
  576    68   729
  577   884   396
  578   420   726
  579   317   223
  580   853   530
  581   112   189
  582   181   312
  583   692   118
  584   635   561
  585    41   378
  586   799   182
  587   509   399
  588   142   464
  589   146   763
  590   463   833
  591   433   750
  592   658   621
  593   967   886
  594   791   879
  595   988    83
  596   356    60
  597   310   964
  598    40    63
  599   466   831
  600   210   907
  601   395    81
  602   507   794
  603   562   147
  604   696   876
  605   877   394
  606   892   379
  607   752   502
  608    91   843
  609   943    76
  610   811   678
  611   390   708
  612   147   233
  613   347   539
  614   806   228
  615   718   656
  616   810   714
  617   971    96
  618   457    23
  619   749   397
  620   617   881
  621   664   842
  622   467   793
  623   327   607
  624   716   991
  625   878   637
  626   482   884
  627   788   248
  628   402   746
  629   381   603
  630   238    19
  631   678    28
  632   502   548
  633   976   467
  634   439   687
  635   942   367
  636   927   487
  637   672   322
  638   709   270
  639   372   250
  640   980   290
  641   687   967
  642   622   738
  643   693   982
  644   391   209
  645   866   578
  646   699   702
  647    15   799
  648   631   832
  649   958   334
  650   636   224
  651   168   683
  652   293   803
  653    17   434
  654   425   762
  655   172   281
  656   368   594
  657   277   553
  658   312    34
  659   862   205
  660   141   535
  661   387   920
  662    31    48
  663   152   998
  664   538   745
  665    43   132
  666   348   783
  667   928   194
  668   896   785
  669   864   473
  670   547    78
  671   130   995
  672   944   775
  673   793   299
  674    71   951
  675   707   307
  676   103   395
  677   979   676
  678   200    37
  679   912   897
  680   198   682
  681   388   196
  682   871   184
  683    50   751
  684   691   632
  685   842   777
  686   298   354
  687    36   701
  688   416   571
  689   423   301
  690    47    68
  691   653   872
  692   917   277
  693   846   449
  694   987   306
  695   986   501
  696     1   272
  697   924   125
  698   596   243
  699   515   928
  700   695   484
  701   649   197
  702   428   122
  703   521   218
  704   290   767
  705   706   443
  706   344   944
  707   219   987
  708   480   940
  709   883   499
  710   948   477
  711   795   338
  712   742   271
  713   192   149
  714   931   565
  715   602   471
  716   407   766
  717   859   131
  718   609   866
  719   101   730
  720    60   790
  721   789   159
  722   620   356
  723   111   437
  724   225   792
  725   768   724
  726   797   102
  727   475   298
  728   189   647
  729   276   847
  730   365    91
  731   505   398
  732   235   760
  733    39   257
  734   814   627
  735   369   440
  736   840   370
  737   529    25
  738   570    95
  739   746   435
  740   965   472
  741   663   337
  742   337   350
  743   268    46
  744   821    41
  745   386   511
  746   246   220
  747    44   532
  748    11   890
  749   228   570
  750    24   688
  751   733   232
  752   710   521
  753     8   826
  754   397   136
  755   516   489
  756   281   523
  757   264   101
  758    96   479
  759   900   129
  760   481   945
  761   637   336
  762    69   234
  763   308   432
  764   955   646
  765   243   430
  766   518   956
  767   668   659
  768   250   703
  769    66   921
  770   363   856
  771   880   373
  772   305   327
  773    61    49
  774   226   352
  775   117   488
  776   436   619
  777   113   179
  778   684   679
  779   311   349
  780   598    88
  781   285   296
  782   571   269
  783   725   899
  784   781   226
  785   269   156
  786   165   274
  787    83   133
  788   532    16
  789    99   504
  790   591   348
  791   666   919
  792   881   828
  793   340   497
  794   180   823
  795   792   980
  796   860   294
  797   555    38
  798   175   444
  799   991   781
  800   323   417
  801   856   772
  802   936   256
  803   472   616
  804   204   369
  805   133    14
  806   156   770
  807   702   262
  808   265    74
  809   671   669
  810   380   740
  811   825   906
  812   163   404
  813    64   162
  814   851   154
  815   934   558
  816   454   727
  817   778   994
  818   207   912
  819   946   260
  820   224   289
  821   263    82
  822   804   981
  823   644   115
  824   362   128
  825   790    35
  826    89   652
  827   434   590
  828   575   385
  829   341   737
  830    12   601
  831   396   611
  832    46   990
  833   586   123
  834    81   198
  835   123   585
  836   392   862
  837   497   560
  838   819   681
  839   151   904
  840   332   168
  841   580   433
  842   938   774
  843   989   429
  844   888   923
  845   839   873
  846   618   103
  847   641   460
  848   673   246
  849   719   633
  850   606   593
  851   901   555
  852   597   524
  853   410   580
  854    35   302
  855   605   968
  856   449   360
  857   212   402
  858   223   201
  859   549   507
  860   782   722
  861   895   992
  862   296   662
  863   572   893
  864   215    75
  865   319   127
  866   289   410
  867   844   268
  868   193   889
  869   587   693
  870   107   731
  871   358   247
  872   484   961
  873   656    57
  874   460   512
  875   183   937
  876   772   837
  877   221   170
  878   233   463
  879   462   922
  880   280   505
  881   876   667
  882   588   917
  883   119   117
  884   331   926
  885   469   717
  886   750   628
  887     3   295
  888   531   697
  889   203   186
  890   704   351
  891   501    26
  892    23   707
  893   272   598
  894   140   680
  895   155   698
  896   712   986
  897   412   674
  898   886   411
  899   816   108
  900    74   466
  901   160   531
  902    49   185
  903   213   254
  904   301   152
  905   717   936
  906   124   665
  907   585   425
  908   627   849
  909   937    36
  910   115   393
  911     7   883
  912   283    11
  913   127   536
  914   701   734
  915   271   546
  916   564   605
  917   125   422
  918   376     7
  919   774   710
  920   413   686
  921   891   114
  922   674   427
  923   739   624
  924    72   996
  925   322   510
  926    22   765
  927   561   733
  928   741   567
  929   453   784
  930   623   526
  931   755   782
  932   758   148
  933   887   544
  934   217   880
  935   274    47
  936   963   932
  937   657   909
  938   145   877
  939   122   506
  940   890   954
  941   665   587
  942   990   573
  943   329     3
  944   206   813
  945   913   279
  946   186   120
  947   543   816
  948   328   576
  949   993   344
  950   486    87
  951   431   450
  952   278   436
  953   288   582
  954   179   453
  955   309   547
  956   404   212
  957   921   439
  958   619   259
  959   260   978
  960   557   557
  961   483   997
  962    54   339
  963   613   993
  964   962   788
  965   353   500
  966    56   929
  967   614   885
  968    70   748
  969   952   825
  970   808   651
  971   316   908
  972   137   359
  973   780   732
  974   427   780
  975   870   644
  976   184   969
  977   957     4
  978    79   838
  979   982   596
  980   173   253
  981   349   668
  982   985   791
  983   639   754
  984   267   407
  985   930   797
  986   841   375
  987   528   562
  988   535   830
  989   366   105
  990   681   844
  991   966   204
  992   608   852
  993   116    86
  994   867   984
  995   335   743
  996   282   346
  997   357   705
  998     0   559
  999   338   210
