0.003 0.003
0.003 0.003
0.003 0.003
0.003 0.003
0.952 0.003 0.001 0.006
   ma    mb  gmab
  410   772   884
  411   767  1036
  412   363   947
  413   896   745
  414   524   687
  415    66   520
  416   695   527
  417   553   455
  418   881     8
  419   595   965
  420   645  1058
  421   420   144
  422   888   820
  423   580   782
  424   399   938
  425   380   478
  426   357    17
  427   844   118
  428   725   915
  429   491   105
  430    60   541
  431    13   191
  432  1000   866
  433   452   967
  434   611  1025
  435     2   592
  436  1014   772
  437   294   227
  438   639   991
  439   203   740
  440    53   909
  441   156   874
  442   875   879
  443   588   583
  444   926   372
  445   703   720
  446   443   537
  447   753   535
  448   808   218
  449   836   109
  450  1009   637
  451   367  1056
  452   662   211
  453  1053   451
  454   241   824
  455   329   570
  456  1047   304
  457   447   113
  458   210    34
  459   743   882
  460   274   922
  461   355   130
  462   972   192
  463  1019   416
  464   326   792
  465   429  1023
  466   646   779
  467   460   995
  468   211   582
  469   607   120
  470   969   305
  471  1046   908
  472   113   937
  473   221  1008
  474   699   669
  475   412   891
  476   680     5
  477   234   748
  478    19   156
  479   769   240
  480  1028   940
  481   368   906
  482  1044     2
  483   694    72
  484   108  1038
  485   847   524
  486   201   958
  487   249   313
  488   894   773
  489   260  1006
  490   299   920
  491   115   107
  492   264    32
  493   864   979
  494   379   790
  495   750   767
  496  1029   941
  497   921   918
  498   962   341
  499   622    79
  500   912   573
  501   474   762
  502   504   867
  503   810   889
  504   684  1051
  505    74    54
  506   956   815
  507   742   872
  508   666   596
  509   692   627
  510   176   770
  511    72   368
  512   453   279
  513   870  1022
  514   717   693
  515   219  1012
  516   352   785
  517  1016     1
  518   948   577
  519   814   825
  520   365   626
  521   824    97
  522   250   571
  523   963   288
  524   982   237
  525   164   178
  526   191   719
  527   102   561
  528   634   377
  529   315   268
  530   592  1024
  531   188   581
  532   427   181
  533    18   681
  534   484   430
  535   862   800
  536   262   375
  537    17  1026
  538   522   552
  539   825   990
  540   190   850
  541   933   534
  542    37    37
  543   463   254
  544   630   783
  545   551   556
  546   951   356
  547   937   508
  548   279   263
  549   843   715
  550    41   732
  551   561   648
  552   803   925
  553   676   189
  554    49   563
  555   167  1028
  556   806   112
  557   734   893
  558   189   417
  559   659   174
  560    78   152
  561   511   108
  562   744   898
  563   333   707
  564   283   697
  565  1006   456
  566    36   506
  567  1003   366
  568    12   253
  569   157   297
  570   135   775
  571   493   466
  572   133   859
  573   840   804
  574   985   887
  575   919   907
  576   746  1042
  577   670   656
  578   418   459
  579   313   828
  580   346   127
  581    22    60
  582   754   160
  583   533   764
  584   381   591
  585   667   538
  586   311   398
  587   280   485
  588   762  1045
  589   286   752
  590    98   296
  591   369   329
  592   971   798
  593   922   744
  594   828   171
  595   794   443
  596    38  1052
  597   800   518
  598   997   445
  599   128   186
  600   704   454
  601   550   811
  602   457   736
  603   637   474
  604   100   809
  605   142   593
  606   366   700
  607   660   650
  608   397  1057
  609   849   899
  610   947   343
  611    39   870
  612   954   863
  613   478   612
  614   334   277
  615   978  1007
  616   801    42
  617   214    40
  618   435   729
  619   711    36
  620   114   574
  621   944   562
  622   116   873
  623   675   183
  624   425   244
  625   980   726
  626     5    31
  627   635   827
  628   216   983
  629   776   799
  630   405   532
  631   700   942
  632  1054   605
  633   403    58
  634  1065   880
  635   532   919
  636    31   854
  637   853   576
  638   858  1065
  639   105   791
  640   564   725
  641   175    67
  642   966   723
  643   543   193
  644   209   140
  645  1022   977
  646   817   136
  647   892   950
  648   718   148
  649   582   858
  650   621   548
  651   110   885
  652   300   503
  653   859   544
  654   917   384
  655   269   409
  656  1051   298
  657   393   223
  658   838   895
  659    20   386
  660   819   511
  661   624  1009
  662   872   326
  663   601   657
  664   529   199
  665   222   921
  666   989   529
  667  1043   432
  668   265    61
  669   689   528
  670   619   302
  671   438   139
  672   125   690
  673   683   856
  674   541    92
  675   434   753
  676   721    66
  677   596    22
  678   571   176
  679   548   822
  680  1008   126
  681   152   911
  682   535   584
  683   599   114
  684  1024   397
  685   227   236
  686   952   890
  687   202   495
  688   305   542
  689   270   628
  690   626   401
  691   475   453
  692   295   501
  693   559   294
  694   964   371
  695   255  1027
  696   242   615
  697    35   379
  698     8   437
  699    33   435
  700   354    49
  701   451   393
  702   558   611
  703   301   594
  704    11    38
  705   340    27
  706    88   559
  707   540   886
  708   281   695
  709    26   413
  710   146   617
  711   860   515
  712   664   210
  713   943   666
  714   590     7
  715   652   128
  716   344    13
  717   804   399
  718   716   869
  719   827   694
  720   445  1033
  721   993   158
  722   570   145
  723   821   448
  724   856   146
  725   137   513
  726   321   698
  727  1037   382
  728   390   699
  729   358   267
  730   760   347
  731   932   843
  732    52   502
  733   916   150
  734   809   567
  735   217   635
  736    58   358
  737   857   247
  738   197   680
  739    96   157
  740   117   847
  741   131   662
  742   129   293
  743   109   531
  744  1041   813
  745   440  1018
  746   609   712
  747   223   788
  748   238   234
  749  1023   557
  750   338   902
  751   179   787
  752   325   797
  753   578   569
  754   886   716
  755   737  1001
  756    97   444
  757   851   831
  758   308   667
  759   173   912
  760   673   602
  761   339    59
  762    28   935
  763   850   914
  764   995   710
  765   701   460
  766   424   954
  767   893   618
  768   865   966
  769   387   774
  770   906   129
  771   910   846
  772  1035   248
  773   572   486
  774   973   291
  775   991   551
  776   534   623
  777   981   547
  778   823   121
  779   577     4
  780   145   683
  781   974   916
  782   586   457
  783   207   644
  784   877   184
  785   104   147
  786   861    52
  787   984   151
  788     0   135
  789   883   206
  790   373   436
  791   758   844
  792   990   739
  793   878   287
  794   323   702
  795   374   875
  796  1059   691
  797   627   677
  798    76   381
  799   430   749
  800   597   123
  801  1012   727
  802   509   447
  803    95   684
  804  1027   614
  805   473   252
  806   121   989
  807   748   471
  808   500   335
  809   740   490
  810  1048   188
  811  1025   319
  812   593   952
  813  1058   616
  814   332   894
  815  1050   980
  816   200   482
  817   449   546
  818   204   328
  819   193   951
  820   481   172
  821   536   392
  822   498   332
  823   224   589
  824   485   747
  825   970   730
  826    29  1040
  827   112    45
  828   220   226
  829    42   469
  830   681   647
  831   472   364
  832   693   143
  833   628   270
  834   900   505
  835    25    25
  836   931   962
  837   421  1043
  838   696   565
  839   542     6
  840   789   758
  841   911   555
  842     4   985
  843   136  1041
  844   795   395
  845   482   414
  846  1062  1059
  847   304   262
  848   688   833
  849   890    62
  850   880   654
  851   356   334
  852   820   539
  853   436   162
  854    51   439
  855   180   864
  856    82   645
  857   852   835
  858   930    75
  859   855   442
  860  1032   213
  861   348   959
  862   151  1047
  863    86   606
  864   671   330
  865   573   860
  866   195   179
  867  1010   984
  868   231   423
  869   328   204
  870   232   578
  871   416   706
  872   723   431
  873   408   649
  874   394    20
  875   385   598
  876   318   830
  877   266   462
  878   938   986
  879   691   746
  880   185   543
  881   939   243
  882    65   353
  883   155   733
  884   370   955
  885  1007  1019
  886   835   387
  887   537   924
  888   617    33
  889   782   994
  890   377   642
  891   797    64
  892    75   586
  893   309   881
  894   514   345
  895   834   450
  896   417   168
  897   139   396
  898   441   549
  899   885   750
  900     6   639
  901   486   814
  902    15   197
  903   432   960
  904   513   360
  905   713   640
  906   907   339
  907   488  1003
  908   992   331
  909   902    69
  910   747    23
  911   909   249
  912   480   802
  913    44   269
  914   765   376
  915   555   173
  916   807    39
  917   647   668
  918   347    94
  919   904   365
  920  1056   220
  921   771   838
  922    87    90
  923   830   641
  924   613   349
  925   935   964
  926   651   961
  927   745   714
  928   657   125
  929   208   346
  930   733   910
  931   433   653
  932   869   943
  933   724   696
  934   523   217
  935   525   285
  936   915   609
  937   496   271
  938   296   318
  939   171   689
  940    46  1020
  941   756   625
  942    73  1062
  943   324   348
  944   709   558
  945   876  1014
  946   439   519
  947   759   261
  948   722   229
  949   456   903
  950   182  1029
  951   812   510
  952   977   743
  953   275   338
  954   258   290
  955   147   936
  956    64   826
  957   665   987
  958   679    28
  959   213   133
  960   314   154
  961   583   476
  962   924    35
  963   605   781
  964   461    41
  965   785   776
  966   868   599
  967  1038   311
  968   395   834
  969   616   470
  970   471   141
  971    23   465
  972   410   256
  973   792   429
  974   161   205
  975  1068   391
  976   361   315
  977    69   278
  978   239   670
  979   755   933
  980    67   215
  981   648   149
  982   331   164
  983   661   321
  984   873   488
  985   656   250
  986   468   517
  987   198  1015
  988   874   837
  989  1011     0
  990   816    73
  991   372   651
  992   501   115
  993   119   926
  994   603   224
  995  1064   735
  996   253   801
  997   569   316
  998   143   163
  999   955   185
 1000   407   927
 1001   383   717
 1002   949   871
 1003   791  1037
 1004    79   390
 1005   184   731
 1006    62   817
 1007  1040   778
 1008   153    53
 1009  1063   354
 1010   450   312
 1011   233    99
 1012   297   905
 1013   975   369
 1014    32    71
 1015   199   585
 1016    93   314
 1017   736   284
 1018   729   564
 1019   409   463
 1020   663   724
 1021   428    63
 1022   307    98
 1023   384   245
 1024   606   892
 1025   101   638
 1026   271   170
 1027   934   842
 1028    90    89
 1029   560   362
 1030   764   777
 1031   444    18
 1032   134   929
 1033   655   180
 1034    27   272
 1035   945   738
 1036    48   221
 1037   106    44
 1038    10   568
 1039   516   292
 1040   282   671
 1041   811  1069
 1042   562   289
 1043   320   634
 1044   942   780
 1045   686   200
 1046   780   841
 1047  1002   494
 1048   629   458
 1049  1052   363
 1050   638   982
 1051  1057   266
 1052   252   789
 1053   187   763
 1054   961   944
 1055   364    57
 1056   183   467
 1057   512   438
 1058   775   406
 1059   103   845
 1060   247   682
 1061   678   708
 1062   120   196
 1063   257   888
 1064   127   355
 1065   126   703
 1066   960   660
 1067   988    88
 1068   218  1044
 1069   442   400
